Geo Point;Geo Shape;Haltestellennummer;Haltestellenname;Angezeigter_Name;Transportunternehmen_Nummer;Transportunternehmen_Name;Gemeindenummer;Gemeinde_Name;Gebiet;Höhe;Haltestellenart;Haltestellentyp;Zum Objekt navigieren
47.60154690744763, 7.5750397083283225;"{""coordinates"": [7.575039708328323, 47.60154690744763], ""type"": ""Point""}";2000050;Village-Neuf, Tournesols;Tournesols;0;distribus;;Village-Neuf;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.60154690744763&lon=7.5750397083283225&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.63780421375516, 7.508471301930749;"{""coordinates"": [7.508471301930749, 47.63780421375516], ""type"": ""Point""}";2000054;Bartenheim, Libération;Libération;0;distribus;;Bartenheim;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.63780421375516&lon=7.508471301930747&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.692531710098436, 7.503565512677485;"{""coordinates"": [7.503565512677485, 47.692531710098436], ""type"": ""Point""}";2000055;Kembs, Nord;Kembs Nord;0;distribus;;Kembs;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.69253171009843&lon=7.503565512677485&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.57374091227362, 7.520729002434998;"{""coordinates"": [7.520729002434998, 47.57374091227362], ""type"": ""Point""}";2000057;Hésingue, Ruisseau;Ruisseau;0;distribus;;Hésingue;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.57374091227362&lon=7.520729002434998&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.605208213034594, 7.5715207087037975;"{""coordinates"": [7.571520708703797, 47.605208213034594], ""type"": ""Point""}";2000064;Village-Neuf, Village-Neuf Centre;Village-Neuf Centre;0;distribus;;Village-Neuf;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.605208213034594&lon=7.5715207087037975&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%2
47.575469139351185, 7.5519651732592505;"{""coordinates"": [7.551965173259251, 47.575469139351185], ""type"": ""Point""}";2000067;Saint-Louis, Bourgfelden Centre;Bourgfelden Centre;0;distribus;;Saint-Louis;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.57546913935118&lon=7.5519651732592505&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.57731955181227, 7.555819110106466;"{""coordinates"": [7.555819110106466, 47.57731955181227], ""type"": ""Point""}";2000068;Saint-Louis, Saint-Exupéry;Saint-Exupéry;0;distribus;;Saint-Louis;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.57731955181227&lon=7.555819110106466&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.59158187754597, 7.583801446268904;"{""coordinates"": [7.583801446268904, 47.59158187754597], ""type"": ""Point""}";2000070;Huningue, Place Abbatucci;Place Abbatucci;0;distribus;;Huningue;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.59158187754597&lon=7.583801446268904&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.593622947640824, 7.582095947417039;"{""coordinates"": [7.582095947417039, 47.593622947640824], ""type"": ""Point""}";2000071;Huningue, Square Soustons;Square Soustons;0;distribus;;Huningue;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.593622947640824&lon=7.582095947417039&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.59597940115242, 7.5795252746514175;"{""coordinates"": [7.579525274651417, 47.59597940115242], ""type"": ""Point""}";2000072;Huningue, Domino;Domino;0;distribus;;Huningue;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.59597940115241&lon=7.5795252746514175&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.58052150321796, 7.568807838594224;"{""coordinates"": [7.568807838594224, 47.58052150321796], ""type"": ""Point""}";2000075;Saint-Louis, Notre-Dame-de-la-Paix;Notre-Dame-de-la-Paix;0;distribus;;Saint-Louis;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.58052150321796&lon=7.568807838594224&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.59791921892133, 7.552174909262795;"{""coordinates"": [7.552174909262795, 47.59791921892133], ""type"": ""Point""}";2000080;Saint-Louis, Cité du Rail;Cité du Rail;0;distribus;;Saint-Louis;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.59791921892133&lon=7.552174909262795&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.61361963751508, 7.536203663540382;"{""coordinates"": [7.536203663540382, 47.61361963751508], ""type"": ""Point""}";2000081;Saint-Louis, Petite Camargue Alsacienne;Petite Camargue Alsacienne;0;distribus;;Saint-Louis;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.61361963751508&lon=7.536203663540382&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.616144045838276, 7.533660354615355;"{""coordinates"": [7.533660354615355, 47.616144045838276], ""type"": ""Point""}";2000082;Saint-Louis, Parc des Maréchaux;Parc des Maréchaux;0;distribus;;Saint-Louis;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.61614404583827&lon=7.533660354615355&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.660072792396505, 7.504636470314471;"{""coordinates"": [7.504636470314471, 47.660072792396505], ""type"": ""Point""}";2000084;Kembs, Schaeferhof;Schaeferhof;0;distribus;;Kembs;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.660072792396505&lon=7.504636470314471&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.58453551314856, 7.579128702292566;"{""coordinates"": [7.579128702292566, 47.58453551314856], ""type"": ""Point""}";2000089;Huningue, ZI Sud;ZI Sud;0;distribus;;Huningue;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.58453551314855&lon=7.579128702292568&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.58019691258622, 7.551327606909661;"{""coordinates"": [7.551327606909661, 47.58019691258622], ""type"": ""Point""}";2000090;Saint-Louis, Place Mermoz;Place Mermoz;0;distribus;;Saint-Louis;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.58019691258622&lon=7.551327606909661&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.57136130826058, 7.544492013130668;"{""coordinates"": [7.544492013130668, 47.57136130826058], ""type"": ""Point""}";2000091;Hégenheim, Vignette;Vignette;0;distribus;;Hégenheim;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.57136130826058&lon=7.544492013130668&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.56127901504379, 7.5236687064509065;"{""coordinates"": [7.523668706450906, 47.56127901504379], ""type"": ""Point""}";2000093;Hégenheim, Église de Hégenheim;Église du Hégenheim;0;distribus;;Hégenheim;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.561279015043795&lon=7.5236687064509065&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%2
47.56099130983941, 7.521568505553515;"{""coordinates"": [7.521568505553515, 47.56099130983941], ""type"": ""Point""}";2000094;Hégenheim, Fontaine;Fontaine;0;distribus;;Hégenheim;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.56099130983941&lon=7.521568505553515&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.57092801064986, 7.5123122008267025;"{""coordinates"": [7.512312200826702, 47.57092801064986], ""type"": ""Point""}";2000097;Hésingue, Schweiberg;Schweiberg;0;distribus;;Hésingue;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.570928010649844&lon=7.5123122008267025&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%2
47.57258461272729, 7.511644403527685;"{""coordinates"": [7.511644403527685, 47.57258461272729], ""type"": ""Point""}";2000098;Hésingue, Rue du Réservoir;Rue du Réservoir;0;distribus;;Hésingue;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.57258461272729&lon=7.511644403527685&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.582829409811, 7.520474208498979;"{""coordinates"": [7.520474208498979, 47.582829409811], ""type"": ""Point""}";2000100;Hésingue, ZI Hésingue;ZI Hésingue;0;distribus;;Hésingue;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.582829409811&lon=7.520474208498979&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252CL
47.61158801160655, 7.565825008431064;"{""coordinates"": [7.565825008431064, 47.61158801160655], ""type"": ""Point""}";2000105;Village-Neuf, Ritty;Ritty;0;distribus;;Village-Neuf;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.61158801160656&lon=7.565825008431064&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.60023480715469, 7.53214181264883;"{""coordinates"": [7.53214181264883, 47.60023480715469], ""type"": ""Point""}";2000111;Saint-Louis, EuroAirport;EuroAirport (F);0;distribus;;Saint-Louis;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.60023480715468&lon=7.53214181264883&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252C
47.610408109089, 7.533319312803586;"{""coordinates"": [7.533319312803586, 47.610408109089], ""type"": ""Point""}";2000112;Saint-Louis, Monument;Monument;0;distribus;;Saint-Louis;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.610408109089&lon=7.533319312803586&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252CL
47.57665969170515, 7.555984506586568;"{""coordinates"": [7.555984506586568, 47.57665969170515], ""type"": ""Point""}";96012;St-Louis, Saint-Exupéry;Saint-Exupéry;823;BVB;9998;Staint-Louis;F;266;Tramhaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.576659691705146&lon=7.555984506586568&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.58052258122201, 7.55359007043335;"{""coordinates"": [7.55359007043335, 47.58052258122201], ""type"": ""Point""}";96013;St-Louis, Place Mermoz;Place Mermoz;823;BVB;9998;Saint-Louis;F;264;Tramhaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.58052258122201&lon=7.55359007043335&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252C
47.74225913038327, 7.3429691252791525;"{""coordinates"": [7.342969125279152, 47.74225913038327], ""type"": ""Point""}";4000008;Mulhouse;Mulhouse;;SNCF;;Mulhouse;F;;Bahnhof;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.742259130383275&lon=7.3429691252791525&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%2
47.62760962055859, 7.595674383610056;"{""coordinates"": [7.595674383610056, 47.62760962055859], ""type"": ""Point""}";4000010;Eilmeldingen;Eimeldingen;368;DB;9998;Eimeldingen;D;;S-Bahn-Haltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.62760962055859&lon=7.5956743836100555&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.66160138676453, 7.541954890983971;"{""coordinates"": [7.541954890983971, 47.66160138676453], ""type"": ""Point""}";4000012;Istein;Istein;368;DB;9998;Istein;D;;S-Bahn-Haltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.66160138676453&lon=7.541954890983971&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.68494627370192, 7.524627783623859;"{""coordinates"": [7.524627783623859, 47.68494627370192], ""type"": ""Point""}";4000013;Kleinkems;Kleinkems;368;DB;9998;Kleinkems;D;;S-Bahn-Haltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.68494627370192&lon=7.524627783623857&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.761214524420495, 7.568578986730672;"{""coordinates"": [7.568578986730672, 47.761214524420495], ""type"": ""Point""}";4000016;Schliengen;Schliengen;368;DB;9998;Schliengen;D;;S-Bahn-Haltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.761214524420495&lon=7.568578986730672&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.58777792865967, 7.58910674115226;"{""coordinates"": [7.58910674115226, 47.58777792865967], ""type"": ""Point""}";30637;Rheinhafen/Dreiländereck;Basel Rheinhafen/Dreiländereck;191;BPG;2704;Basel;BS;242;Schiffanlegestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.58777792865967&lon=7.58910674115226&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252C
47.55992507414017, 7.588443220684658;"{""coordinates"": [7.588443220684658, 47.55992507414017], ""type"": ""Point""}";872;Schifflände;Basel Schifflände;191;BPG;2701;Basel;BS;244;Schiffanlegestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.55992507414016&lon=7.588443220684658&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.55744781507081, 7.606332052416114;"{""coordinates"": [7.606332052416114, 47.55744781507081], ""type"": ""Point""}";30764;Museum Tinguely;Basel Museum Tinguely;191;BPG;2701;Basel;BS;248;Schiffanlegestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.55744781507081&lon=7.606332052416112&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.591695416493124, 7.591417811610487;"{""coordinates"": [7.591417811610487, 47.591695416493124], ""type"": ""Point""}";30641;Weil am Rhen Center;Weiil am Rhein Center;191;BPG;9998;Weil am Rhein;F;272;Schiffanlegestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.59169541649311&lon=7.591417811610487&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.53280400143989, 7.674752276191998;"{""coordinates"": [7.674752276191998, 47.53280400143989], ""type"": ""Point""}";31252;Schweizerhalle Schifflände;Schweizerhalle Schifflände;191;BPG;2831;Pratteln;BL;254;Schiffanlegestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.53280400143989&lon=7.674752276191996&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.54162405400389, 7.725994461897597;"{""coordinates"": [7.725994461897597, 47.54162405400389], ""type"": ""Point""}";30697;Kaiseraugst Schifflände;Kaiseraugst Schifflände;191;BPG;4252;Kaiseraugst;AG;274;Schiffanlegestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.54162405400389&lon=7.725994461897598&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.55698620843416, 7.59295380674143;"{""coordinates"": [7.59295380674143, 47.55698620843416], ""type"": ""Point""}";8000002;Münster-Fähre Grossbasel;Münster-Fähre Grossbasel;;-;2701;Basel;BS;;Fährianlegestelle;Privatangebot;https://opendatabs.github.io/map-links/?lat=47.55698620843417&lon=7.59295380674143&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252C
47.55687228766095, 7.602323468789001;"{""coordinates"": [7.602323468789001, 47.55687228766095], ""type"": ""Point""}";4000017;St. Alban-Fähre Kleinbasel;St. Alban-Fähre Kleinbasel;;-;2701;Basel;BS;;Fährianlegestelle;Privatangebot;https://opendatabs.github.io/map-links/?lat=47.55687228766095&lon=7.602323468789001&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.55519899149551, 7.602638216869164;"{""coordinates"": [7.602638216869164, 47.55519899149551], ""type"": ""Point""}";8000003;St. Alban-Fähre Grossbasel;St. Alban-Fähre Grossbasel;;-;2701;Basel;BS;;Fährianlegestelle;Privatangebot;https://opendatabs.github.io/map-links/?lat=47.5551989914955&lon=7.602638216869164&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252C
47.5627190900277, 7.5886109470861225;"{""coordinates"": [7.588610947086122, 47.5627190900277], ""type"": ""Point""}";4000018;Klingental-Fähre Kleinbasel;Klingental-Fähre Kleinbasel;;-;2701;Basel;BS;;Fährianlegestelle;Privatangebot;https://opendatabs.github.io/map-links/?lat=47.562719090027706&lon=7.588610947086124&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.561940374299034, 7.586459320315812;"{""coordinates"": [7.586459320315812, 47.561940374299034], ""type"": ""Point""}";8000004;Klingental-Fähre Grossbasel;Klingental-Fähre Grossbasel;;-;2701;Basel;BS;;Fährianlegestelle;Privatangebot;https://opendatabs.github.io/map-links/?lat=47.561940374299034&lon=7.586459320315812&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.560937443810396, 7.590265315489443;"{""coordinates"": [7.590265315489443, 47.560937443810396], ""type"": ""Point""}";6000003;Rhywyera;Rhytaxi-Einstiegsstelle Rhywyera;;-;2701;Basel;BS;;Rhytaxi;Privatangebot;https://opendatabs.github.io/map-links/?lat=47.56093744381039&lon=7.590265315489443&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.56856081533616, 7.583518797269385;"{""coordinates"": [7.583518797269385, 47.56856081533616], ""type"": ""Point""}";7000002;Passagierbootterminal St. Johann Steiger 2;Passagierbootterminal St. Johann Steiger 2;;-;2701;Basel;BS;;Terminal Kabinenschifffahrt;Privatangebot;https://opendatabs.github.io/map-links/?lat=47.56856081533616&lon=7.583518797269385&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.58092821547564, 7.586080044466235;"{""coordinates"": [7.586080044466235, 47.58092821547564], ""type"": ""Point""}";7000003;Steiger Klybeckquai;Steiger Klybeckquai;;-;2701;Basel;BS;;Terminal Kabinenschifffahrt;Privatangebot;https://opendatabs.github.io/map-links/?lat=47.58092821547562&lon=7.586080044466235&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.81005631781586, 7.5992285066551775;"{""coordinates"": [7.599228506655177, 47.81005631781586], ""type"": ""Point""}";4000020;Müllheim;Müllheim;368;DB;9998;Müllheim;D;;S-Bahn-Haltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.81005631781586&lon=7.5992285066551775&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.420919601801444, 7.080068225311092;"{""coordinates"": [7.080068225311092, 47.420919601801444], ""type"": ""Point""}";126;Porrentruy;Porrentruy;11;SBB;6800;Porrentruy;JU;423;Bahnhof;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.42091960180145&lon=7.080068225311092&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.36770106886902, 7.165938223955274;"{""coordinates"": [7.165938223955274, 47.36770106886902], ""type"": ""Point""}";124;St-Ursanne;St-Ursanne;11;SBB;6808;"Clos du Doubs

Clos du Doubs

Clos du Doubs";JU;492;S-Bahn-Haltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.36770106886902&lon=7.165938223955274&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.34285192704166, 7.317917970766884;"{""coordinates"": [7.317917970766884, 47.34285192704166], ""type"": ""Point""}";120;Courtételle;Courtételle;11;SBB;6710;Courtételle;JU;437;S-Bahn-Haltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.34285192704165&lon=7.317917970766884&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
